0.0, 
-0.10624999999999996, 
-0.03541666666666665, 
-0.01666666666666683, 
-0.004166666666666652, 
0.027083333333333348, 
-0.054166666666666474, 
-0.006249999999999867, 
2.220446049250313e-16, 
0.04166666666666674, 
0.08333333333333326, 
-0.08541666666666692, 
-2.220446049250313e-16, 
0.03541666666666665, 
-0.11250000000000004, 
-0.018750000000000044, 
0.012500000000000178, 
0.04999999999999982, 
0.06666666666666643, 
0.07916666666666661, 
-0.12083333333333357, 
-0.08333333333333393, 
0.05624999999999947, 
0.08333333333333304, 
-0.09166666666666679, 
-0.03750000000000053, 
-0.020833333333333925, 
0.03333333333333233, 
0.04374999999999929, 
-0.0791666666666675, 
-0.06666666666666732, 
0.00416666666666643, 
0.03958333333333286, 
0.05416666666666625, 
-0.09791666666666732, 
-0.006250000000000533, 
0.01666666666666572, 
0.06874999999999876, 
-0.10208333333333464, 
-0.06458333333333499, 
-0.010416666666668739, 
0.02916666666666501, 
-0.06875000000000142, 
-0.0187500000000016, 
0.08749999999999858, 
-0.07500000000000107, 
-0.025000000000001243, 
-0.11458333333333481, 
-0.09375000000000178, 
-0.07916666666666838, 
0.08124999999999805, 
-0.10416666666666874, 
-0.09583333333333499, 
-0.0812500000000016, 
-0.07083333333333464, 
0.08124999999999893, 
0.08333333333333215, 
-0.06875000000000142, 
0.010416666666665186, 
-0.10625000000000107, 
-8.881784197001252e-16, 
0.004166666666665542, 
0.018749999999998934, 
0.07083333333333197, 
0.1062499999999984, 
-0.07708333333333517, 
-0.06875000000000142, 
-0.0020833333333349913, 
0.05208333333333126, 
0.10624999999999751, 
-0.06041666666666945, 
-0.058333333333336235, 
0.014583333333330728, 
0.02499999999999769, 
0.10833333333333073, 
-0.09166666666666945, 
-0.008333333333336412, 
0.00624999999999698, 
0.04583333333333073, 
0.09999999999999698, 
-0.0687500000000032, 
-3.552713678800501e-15, 
0.020833333333329485, 
0.03749999999999609, 
-0.11875000000000391, 
-0.11041666666667016, 
-0.1000000000000032, 
-0.07708333333333695, 
-0.07708333333333695, 
-0.06250000000000355, 
-0.050000000000003375, 
-0.02500000000000302, 
0.03749999999999787, 
0.05624999999999858, 
-0.11875000000000213, 
-0.07500000000000284, 
-0.016666666666669272, 
-0.014583333333336057, 
-0.06250000000000355, 
0.006249999999996092, 
0.04583333333332895, 
0.12291666666666146, 
-0.11458333333333925, 
-0.06875000000000675, 
-0.035416666666673535, 
-7.105427357601002e-15, 
0.035416666666659324, 
0.06874999999999254, 
-0.0937500000000071, 
-0.02083333333334103, 
-0.012500000000008171, 
0.10624999999999218, 
0.12291666666665968, 
-0.07916666666667282, 
-0.07291666666667318, 
0.027083333333326465, 
0.05624999999999325, 
0.0937499999999929, 
0.10208333333332575, 
-0.07083333333334174, 
0.006249999999990763, 
0.0604166666666579, 
0.09791666666665755, 
-0.04583333333334316, 
0.006249999999990763, 
0.02708333333332469, 
0.07916666666665861, 
-0.11458333333334103, 
-0.03958333333334174, 
-0.004166666666675312, 
0.01874999999999183, 
0.12499999999999112, 
