0.0, 
0.08958333333333335, 
-0.08749999999999997, 
0.010416666666666685, 
0.012500000000000011, 
0.09375, 
0.11458333333333331, 
-0.12291666666666667, 
-0.09583333333333333, 
-0.06666666666666665, 
-0.027083333333333348, 
0.05625000000000002, 
0.06666666666666665, 
-0.11458333333333337, 
-0.033333333333333326, 
-0.027083333333333348, 
0.043749999999999956, 
-0.10416666666666674, 
0.006249999999999867, 
0.04583333333333317, 
0.09791666666666643, 
-0.039583333333333526, 
-0.012500000000000178, 
0.031249999999999778, 
0.09583333333333321, 
0.09999999999999987, 
0.10833333333333317, 
-0.08333333333333348, 
0.1020833333333333, 
0.11041666666666661, 
-0.10624999999999996, 
-0.1020833333333333, 
-0.09999999999999987, 
-0.08124999999999982, 
-0.06041666666666656, 
-0.029166666666666563, 
-0.012499999999999956, 
-0.010416666666666519, 
-0.11041666666666661, 
-0.07499999999999973, 
-0.06874999999999964, 
-0.06041666666666634, 
0.012500000000000178, 
0.06458333333333366, 
0.06458333333333366, 
0.10208333333333375, 
0.11250000000000027, 
-0.11041666666666661, 
-0.029166666666666785, 
0.058333333333333126, 
0.09791666666666643, 
-0.06458333333333366, 
-0.056250000000000355, 
-0.03750000000000053, 
-4.440892098500626e-16, 
0.08749999999999947, 
-0.12083333333333401, 
-0.04166666666666741, 
-0.02916666666666723, 
-0.02291666666666714, 
0.002083333333332771, 
0.031249999999999556, 
0.041666666666666075, 
0.08124999999999938, 
0.10208333333333286, 
0.11666666666666625, 
-0.09166666666666723, 
-0.08958333333333401, 
0.022916666666665808, 
0.029166666666665897, 
-0.047916666666667496, 
0.01666666666666572, 
0.07499999999999885, 
0.11874999999999902, 
0.12083333333333224, 
0.12291666666666545, 
-0.12083333333333446, 
-0.10208333333333464, 
-0.08125000000000115, 
-0.07916666666666794, 
-0.045833333333334725, 
-0.04375000000000151, 
0.012499999999998401, 
0.10833333333333162, 
0.10833333333333162, 
-0.10625000000000151, 
-0.08541666666666803, 
-0.05416666666666803, 
0.01666666666666572, 
0.03749999999999876, 
0.06249999999999911, 
0.06458333333333233, 
0.07291666666666607, 
-0.10833333333333428, 
-0.10416666666666785, 
-0.052083333333334814, 
0.03958333333333197, 
0.054166666666665364, 
-0.11041666666666838, 
-0.09375000000000178, 
-0.06250000000000178, 
-0.0187500000000016, 
-0.006250000000001421, 
0.03541666666666554, 
0.09374999999999911, 
